qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1539.0,1542.0,Main Part,P8(Main)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Main)&U(Flute 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P4(Eb Horn 2)&P5(Eb Horn 3)&U(Violin 1)&P4(Violin 2),P4(Eb Horn 1)&P2(Eb Horn 3)&P4(Violin 1)&U(Violin 2),P5(Eb Horn 1)&P2(Eb Horn 2)&P5(Violin 1)&P2(Violin 2),,,,U(Eb Horn 1)&P4(Eb Horn 2)&P5(Eb Horn 3)&P4(Violin 2),P4(Eb Horn 1)&U(Eb Horn 2)&P2(Eb Horn 3)&P4(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1542.0,1545.0,P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),Main Part,,P8(Flute 1)&U(Flute 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Violin 1),,P2(Violin 2),,,,P8(Eb Horn 1),P2(Eb Horn 3),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1545.0,1548.0,Main Part,P8(Bb Clarinet 1)&P8(Eb Horn 2),P2(Oboe 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P2(Oboe 1)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute 2)&P8(Eb Horn 2),P8(Main)&U(Eb Horn 1),P8(Bassoon 2),P8(Bassoon 1),P8(Main)&U(Bb Clarinet 2),P8(Flute 2)&P8(Bb Clarinet 1),P5(Viola)&P5(Violoncello)&P5(Contrabass),P2(Oboe 1)&U(Oboe 2)&P8(Bb Trumpet 2)&P8(Timpani),P2(Oboe 1)&P8(Oboe 2)&P8(Bb Trumpet 1)&P8(Timpani),P2(Oboe 1)&P8(Oboe 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,P5(Eb Horn 3)&P8(Violoncello)&P8(Contrabass),P5(Eb Horn 3)&P8(Viola)&P8(Contrabass),P5(Eb Horn 3)&P8(Viola)&P8(Violoncello)
1548.0,1560.0,P2(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P4(Bassoon 2)&P8(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P4(Main),P2(Flute 1)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P5(Main),P8(Flute 1)&P2(Flute 2)&P2(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P4(Bassoon 2)&P8(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P4(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&U(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P5(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&U(Oboe 2)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P5(Main),P8(Flute 1)&P2(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P2(Bb Clarinet 1)&P4(Bassoon 2)&U(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P4(Main),,P4(Flute 1)&P5(Flute 2)&P4(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(Eb Horn 1)&P5(Eb Horn 2)&P5(Eb Horn 3)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P5(Timpani)&P8(Main),P8(Flute 1)&P2(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P2(Bb Clarinet 1)&U(Bb Clarinet 2)&P4(Bassoon 2)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P4(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P5(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P5(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 2)&P8(Timpani)&P5(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Timpani)&P5(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&U(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P5(Main),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1560.0,1569.0,P2(Flute 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P2(Flute 1)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),Main Part,P2(Main)&P8(Bassoon 1)&P5(Bassoon 2),P2(Flute 1)&P8(Flute 2)&P2(Bb Clarinet 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute 1)&P2(Flute 2)&P2(Bb Clarinet 1)&U(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P2(Main)&P8(Oboe 2)&P5(Bassoon 2),P4(Main)&P5(Oboe 2)&P5(Bassoon 1),P8(Flute 1)&P2(Flute 2)&P2(Bb Clarinet 1)&U(Bb Clarinet 2)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P2(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P2(Eb Horn 1)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P2(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P2(Flute 1)&P8(Flute 2)&U(Bb Clarinet 1)&P2(Bb Clarinet 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 2)&P8(Timpani),P2(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Timpani),P2(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P2(Eb Horn 1)&U(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Viola)&P8(Violoncello)&P8(Contrabass),,P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)
1569.0,1572.0,,,P2(Bassoon 1)&P4(Bassoon 2),,,,P2(Oboe 1),P4(Oboe 1),,,,,,,Main Part,U(Main)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Main)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1572.0,1581.0,,,Main Part,,P3(Main)&P4(Bassoon 1)&P6(Bassoon 2),,P2(Main)&P4(Bb Clarinet 1)&P3(Bassoon 2),P4(Main)&P6(Bb Clarinet 1)&P3(Bassoon 1),,P3(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,,,P3(Eb Horn 2)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Eb Horn 2)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Eb Horn 2)&P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P3(Eb Horn 2)&P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P3(Eb Horn 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1581.0,1584.0,,,,,P4(Eb Horn 2),,,,,P4(Bb Clarinet 1),,,,,Main Part,U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1584.0,1608.0,,,Main Part,,,,,U(Eb Horn 2),,U(Bassoon 2),,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1608.0,1614.0,,,P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2)&P6(Eb Horn 2)&P3(Eb Horn 3),,P6(Oboe 1)&P3(Bb Clarinet 2)&P4(Eb Horn 3),P4(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 2)&P2(Eb Horn 3),P6(Oboe 1)&P3(Bb Clarinet 2)&P8(Bassoon 2)&P8(Eb Horn 2)&P4(Eb Horn 3),P6(Oboe 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Eb Horn 2)&P4(Eb Horn 3),,P6(Oboe 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P4(Eb Horn 3),P3(Oboe 1)&P4(Bb Clarinet 1)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 2),,,,Main Part,P3(Main),,,
1614.0,1620.0,,,Main Part,,P6(Main)&P3(Bb Clarinet 2)&P4(Eb Horn 3),P4(Main)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 2)&P2(Eb Horn 3),P6(Main)&P3(Bb Clarinet 2)&P8(Bassoon 2)&P8(Eb Horn 2)&P4(Eb Horn 3),P6(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Eb Horn 2)&P4(Eb Horn 3),,P6(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P4(Eb Horn 3),P3(Main)&P4(Bb Clarinet 1)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 2),,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1620.0,1626.0,,,P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2)&P6(Eb Horn 2)&P3(Eb Horn 3),,P6(Oboe 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 2)&P4(Eb Horn 3),P4(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 2)&P2(Eb Horn 3),P6(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 2)&P8(Eb Horn 2)&P4(Eb Horn 3),P6(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Eb Horn 2)&P4(Eb Horn 3),,P6(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P4(Eb Horn 3),P3(Oboe 1)&P4(Bb Clarinet 1)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 2),,,,Main Part,P3(Main),,,
1626.0,1632.0,,,Main Part,,P6(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 2)&P4(Eb Horn 3),P4(Main)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 2)&P2(Eb Horn 3),P6(Main)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 2)&P8(Eb Horn 2)&P4(Eb Horn 3),P6(Main)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Eb Horn 2)&P4(Eb Horn 3),,P6(Main)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P4(Eb Horn 3),P3(Main)&P4(Bb Clarinet 1)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 2),,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1632.0,1644.0,,,,,,,,,,,,,,,Main Part,P3(Main),,,
1644.0,1656.0,,P3(Bassoon 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),,,,,,P3(Flute 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),,Main Part,,P3(Flute 2)&P8(Bassoon 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P3(Flute 2)&P8(Bassoon 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P3(Flute 2)&P8(Bassoon 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Violoncello)&P8(Contrabass),,,,P3(Flute 2)&P8(Bassoon 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute 2)&P8(Bassoon 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)
1656.0,1668.5,P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute 1)&U(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P3(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P3(Flute 1)&U(Flute 2)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P3(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(Oboe 1)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P3(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Contrabass),P3(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(Eb Horn 2)&P3(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P3(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(Eb Horn 1)&P3(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),,,,Main Part,P8(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)
1668.5,1686.0,,,,,,,,,,,,,,,Main Part,,P8(Main),,
1686.0,1694.0,,,,,,,,,Main Part,,,,,,,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
1694.0,1710.0,P5(Bb Clarinet 1)&P4(Bb Clarinet 2),,,,P5(Flute 1)&P2(Bb Clarinet 2),P4(Flute 1)&P2(Bb Clarinet 1),,,P8(Violin 1),,,,,,P8(Eb Horn 1),,,P8(Main),Main Part
1710.0,1722.0,Main Part,,,,P2(Bb Clarinet 2)&P8(Violin 2)&P2(Viola),P2(Bb Clarinet 1)&P2(Violin 2)&P8(Viola),,,,,,,,,,P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P2(Viola),P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Violin 2),P8(Contrabass),P8(Violoncello)
1722.0,1728.0,P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P8(Violin 2)&P2(Viola),,P8(Bassoon 1)&P4(Bassoon 2),,P8(Flute 1)&P2(Bb Clarinet 2)&P8(Violin 2)&P2(Viola),P2(Flute 1)&P2(Bb Clarinet 1)&P2(Violin 2)&P8(Viola),P8(Oboe 1)&P4(Bassoon 2),P4(Oboe 1)&P4(Bassoon 1),,,,,,,Main Part,P8(Flute 1)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P2(Viola),P2(Flute 1)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Violin 2),P8(Contrabass),P8(Violoncello)
1728.0,1735.0,,,Main Part,,,P8(Main),,,,P8(Eb Horn 3),P8(Eb Horn 2),,,,,,,P8(Contrabass),P8(Violoncello)
1735.0,1752.0,Main Part,,U(Oboe 2),U(Oboe 1),U(Bb Clarinet 2),U(Bb Clarinet 1),,,,,,P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Trumpet 1)&P8(Timpani),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1752.0,1764.0,P8(Oboe 1),,P8(Flute 1),,,P3(Violoncello)&P3(Contrabass),,,U(Eb Horn 2)&P3(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),U(Eb Horn 1)&P3(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Timpani),P3(Eb Horn 1)&P3(Eb Horn 2),P3(Eb Horn 1)&P3(Eb Horn 2),P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Eb Horn 3),Main Part,,,P3(Bb Clarinet 2)&P8(Contrabass),P3(Bb Clarinet 2)&P8(Violoncello)
1764.0,1782.0,P8(Oboe 1),,P8(Flute 1),,,,,,,P8(Eb Horn 3),P8(Eb Horn 2),,,,Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
1782.0,1800.0,U(Violin 1),,,,,,,,,Main Part,P8(Main),P8(Bb Trumpet 2),P8(Bb Trumpet 1),,U(Flute 1),,,P8(Contrabass),P8(Violoncello)
1800.0,1807.0,Main Part,P8(Bassoon 1),P8(Bb Clarinet 2),U(Bb Clarinet 1),U(Oboe 2),P8(Oboe 1),P8(Flute 2),P8(Violoncello)&P8(Contrabass),,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,,,,P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
1807.0,1810.0,Main Part,,,,,,,,,P8(Eb Horn 3),P8(Eb Horn 2),,,,,,,,
1810.0,1813.0,,,Main Part,,,,,,,P8(Eb Horn 3),P8(Eb Horn 2),,,,,,,P8(Contrabass),P8(Violoncello)
1813.0,1816.0,,,,,Main Part,,,,,P8(Eb Horn 3),P8(Eb Horn 2),,,,,,,P8(Contrabass),P8(Violoncello)
1816.0,1819.0,,,,,,,,,,P8(Eb Horn 3),P8(Eb Horn 2),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1819.0,1822.0,Main Part,,,,,,,,,P8(Eb Horn 3),P8(Eb Horn 2),,,,,,,,
1822.0,1825.0,,,Main Part,,,,,,,P8(Eb Horn 3),P8(Eb Horn 2),,,,,,,P8(Contrabass),P8(Violoncello)
1825.0,1828.0,,,,,Main Part,,,,,P8(Eb Horn 3),P8(Eb Horn 2),,,,,,,P8(Contrabass),P8(Violoncello)
1828.0,1831.0,,,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,P8(Eb Horn 3),P8(Eb Horn 2),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1831.0,1834.0,,,,,Main Part,,P8(Main),,,P8(Eb Horn 3),P8(Eb Horn 2),,,,,,,,
